['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-char-insertion_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-char-insertion_label']
0.9995607733726501,positive
0.9997957944869995,negative
0.9983391165733337,positive
0.9996441602706909,positive
0.9993792176246643,negative
0.9859288930892944,positive
0.9989140033721924,negative
0.9400179982185364,negative
0.9990339279174805,positive
0.9991239309310913,negative
0.9994783997535706,positive
0.9997121095657349,negative
0.999557614326477,negative
0.6453790068626404,positive
0.9997643828392029,negative
0.9995182752609253,positive
0.9501476287841797,negative
0.999033510684967,positive
0.9990763068199158,negative
0.998963475227356,negative
0.9053373336791992,positive
0.9399795532226562,positive
0.9914240837097168,positive
0.9996336102485657,positive
0.9995262026786804,positive
0.9849785566329956,negative
0.9925196170806885,negative
0.9930170178413391,positive
0.9997671246528625,negative
0.999835729598999,negative
0.9993133544921875,positive
0.9978673458099365,negative
0.9984025955200195,positive
0.9979262948036194,negative
0.9993473887443542,negative
0.997839093208313,negative
0.9988041520118713,positive
0.954623281955719,negative
0.9970795512199402,positive
0.9987612962722778,positive
0.9995229244232178,positive
0.9991918802261353,positive
0.989506185054779,positive
0.9988492727279663,positive
0.9966592192649841,negative
0.9939205646514893,negative
0.999286413192749,negative
0.9987626075744629,positive
0.99848473072052,positive
0.9991264939308167,negative
0.9996675252914429,negative
0.999664306640625,positive
0.9967048168182373,positive
0.9982296228408813,positive
0.9993335604667664,negative
0.9968727827072144,positive
0.999387264251709,negative
0.9435328245162964,negative
0.9991707801818848,negative
0.9994854927062988,negative
0.9930163621902466,positive
0.9994444251060486,negative
0.9335156679153442,positive
0.9994975328445435,positive
0.9785134792327881,negative
0.969374418258667,negative
0.9869595766067505,positive
0.9997829794883728,positive
0.9986634850502014,positive
0.9997234344482422,negative
0.9944376349449158,negative
0.9996805191040039,positive
0.9963804483413696,positive
0.9976400136947632,positive
0.999555766582489,negative
0.9939596652984619,positive
0.7582278251647949,negative
0.9929296374320984,positive
0.7191257476806641,positive
0.9998371601104736,negative
0.9990143179893494,positive
0.9882283210754395,negative
0.9989884495735168,negative
0.9987332224845886,positive
0.9996809959411621,positive
0.9975928664207458,positive
0.9996158480644226,negative
0.8732903003692627,negative
0.9958410859107971,negative
0.9993995428085327,positive
0.9994051456451416,positive
0.9450640082359314,positive
0.9846482276916504,negative
0.9776644110679626,negative
0.9991499781608582,positive
0.713037371635437,positive
0.8338931798934937,negative
0.9997422099113464,positive
0.9998339414596558,negative
0.9966410398483276,negative
0.995895504951477,positive
0.9976750612258911,negative
0.7177826166152954,negative
0.9818680882453918,positive
0.9836083650588989,positive
0.9987116456031799,negative
0.985920250415802,positive
0.9996060132980347,negative
0.9990326166152954,negative
0.9993235468864441,positive
0.9994667768478394,negative
0.9994423389434814,negative
0.9977039694786072,positive
0.9997138381004333,negative
0.995978057384491,positive
0.998357892036438,positive
0.9993970990180969,positive
0.9968621134757996,positive
0.997792661190033,negative
0.9524396061897278,negative
0.9971197247505188,positive
0.9939163327217102,negative
0.9997725486755371,positive
0.9968940019607544,positive
0.9875059127807617,positive
0.9997270107269287,positive
0.9797751307487488,negative
0.9978693723678589,negative
0.998843252658844,positive
0.9995172023773193,positive
0.9996712803840637,negative
0.9962860941886902,negative
0.9992576837539673,positive
0.9989591240882874,negative
0.9997748732566833,negative
0.9936559200286865,negative
0.8521175980567932,negative
0.9996289610862732,negative
0.9995958805084229,positive
0.9709461331367493,negative
0.9990001916885376,negative
0.9991162419319153,negative
0.9994356632232666,positive
0.9772889614105225,positive
0.9997501373291016,negative
0.9983540177345276,negative
0.9989295601844788,positive
0.9915770888328552,negative
0.9991145133972168,negative
0.9952757358551025,positive
0.9997556209564209,positive
0.9932612776756287,positive
0.9984318614006042,positive
0.9996976852416992,negative
0.9963172078132629,positive
0.9996926188468933,negative
0.9991556406021118,positive
0.9995099902153015,negative
0.9964386224746704,negative
0.9271993041038513,positive
0.999129056930542,negative
0.9997178912162781,negative
0.9934207201004028,negative
0.9987396001815796,negative
0.9897122383117676,positive
0.9988014698028564,negative
0.6246129274368286,positive
0.9978473782539368,negative
0.9996617436408997,positive
0.999545156955719,positive
0.998332142829895,positive
0.9728041887283325,positive
0.9990663528442383,positive
0.9973161220550537,negative
0.9981624484062195,positive
0.9984935522079468,positive
0.9843161106109619,negative
0.9898277521133423,negative
0.970598578453064,negative
0.9994415640830994,positive
0.9957783222198486,negative
0.9993792772293091,negative
0.9988117218017578,negative
0.8877623081207275,positive
0.9985445141792297,negative
0.9997237324714661,positive
0.9980647563934326,positive
0.997343122959137,positive
0.9998709559440613,negative
0.9805643558502197,negative
0.9996642470359802,negative
0.9993935227394104,positive
0.9971763491630554,positive
0.9944730401039124,positive
0.997818648815155,positive
0.9246768355369568,positive
0.9222400188446045,positive
0.999519944190979,negative
0.9998298287391663,positive
0.9846847057342529,negative
0.9962238073348999,positive
0.9934802651405334,positive
0.8361554741859436,negative
0.5899010896682739,positive
0.997574508190155,positive
0.53656405210495,negative
0.9991543292999268,positive
0.9992631673812866,positive
0.983278751373291,negative
0.9969943165779114,negative
0.9997574090957642,positive
0.7254102826118469,negative
0.999369204044342,negative
0.9913588762283325,negative
0.9993918538093567,negative
0.9994757175445557,positive
0.9997510313987732,positive
0.9974227547645569,negative
0.9922986626625061,negative
0.9934362769126892,positive
0.9193805456161499,positive
0.9998708367347717,negative
0.9966296553611755,positive
0.9936991333961487,positive
0.9213624596595764,positive
0.9896117448806763,positive
0.999723494052887,negative
0.9992273449897766,positive
0.9973311424255371,positive
0.9952690005302429,negative
0.9946403503417969,negative
0.9976328611373901,positive
0.9854936599731445,negative
0.9996941685676575,negative
0.9959929585456848,positive
0.8830884099006653,positive
0.9770357012748718,positive
0.9994957447052002,negative
0.9992684125900269,negative
0.9951697587966919,positive
0.9987519383430481,positive
0.9966269731521606,negative
0.9991841912269592,negative
0.8415432572364807,positive
0.9998196959495544,positive
0.9993293881416321,positive
0.9987339973449707,positive
0.999529242515564,negative
0.9971257448196411,positive
0.9312850832939148,negative
0.9983323216438293,positive
0.9993098378181458,negative
0.9989981651306152,positive
0.9988740682601929,positive
0.9997515678405762,negative
0.9936794638633728,negative
0.9987995028495789,negative
0.9977591037750244,negative
0.9995729327201843,negative
0.9974656701087952,positive
0.7007070183753967,negative
0.9972946047782898,positive
0.9997517466545105,negative
0.9989862442016602,positive
0.5542271137237549,negative
0.9996551275253296,negative
0.6798737645149231,negative
0.994495153427124,negative
0.9998341798782349,negative
0.9997955560684204,negative
0.9985519647598267,positive
0.9913628697395325,negative
0.9994631409645081,negative
0.6189383268356323,negative
0.9984032511711121,negative
0.9994532465934753,positive
0.9991872310638428,positive
0.9962278008460999,positive
0.9899353384971619,negative
0.748777449131012,positive
0.9997428059577942,positive
0.9997364282608032,negative
0.99800705909729,negative
0.9992551207542419,positive
0.7772711515426636,negative
0.9986370205879211,negative
0.9995574355125427,positive
0.9995973110198975,positive
0.9992132186889648,positive
0.7210232615470886,positive
0.9982736110687256,positive
0.9992163181304932,negative
0.6888132691383362,positive
0.9988098740577698,positive
0.999801516532898,positive
0.9605125188827515,negative
0.9977235794067383,negative
0.5264346599578857,negative
0.9954842329025269,negative
0.9717053771018982,positive
0.9983276128768921,positive
0.982249915599823,negative
0.9996355772018433,positive
0.9995764493942261,positive
0.9997365474700928,positive
0.9984259605407715,negative
0.9925062656402588,positive
0.9993245601654053,positive
0.9925821423530579,positive
0.9996393918991089,positive
0.8709939122200012,positive
0.9997847676277161,positive
0.9318383932113647,positive
0.9997535347938538,positive
0.9987485408782959,positive
0.9997190237045288,negative
0.999479353427887,positive
0.9994698166847229,positive
0.999511182308197,negative
0.9997656941413879,negative
0.9991529583930969,positive
0.6111576557159424,negative
0.9872757196426392,positive
0.8971875309944153,positive
0.9657998085021973,negative
0.9940150380134583,positive
0.7844296097755432,positive
0.999364972114563,positive
0.9997357130050659,negative
0.9998782277107239,negative
0.9913291931152344,negative
0.9844450354576111,positive
0.9968859553337097,positive
0.9789396524429321,positive
0.9993179440498352,positive
0.9992662072181702,negative
0.9996813535690308,positive
0.9994615912437439,negative
0.9989826083183289,negative
0.998883843421936,positive
0.9998584985733032,negative
0.9976662397384644,positive
0.9997708201408386,negative
0.9996888041496277,negative
0.9985851049423218,positive
0.9996755719184875,positive
0.9997841715812683,negative
0.9986598491668701,negative
0.8340339660644531,positive
0.9997103214263916,negative
0.9996045827865601,negative
0.9989302158355713,positive
0.995409369468689,positive
0.9998350739479065,positive
0.9988182187080383,positive
0.9994815587997437,negative
0.9989738464355469,negative
0.994012713432312,negative
0.8737368583679199,positive
0.9989229440689087,positive
0.9997145533561707,positive
0.9997968673706055,negative
0.9932595491409302,positive
0.9995704889297485,negative
0.9980465173721313,negative
0.9977118372917175,negative
0.9996851086616516,positive
0.9990459680557251,positive
0.9996759295463562,negative
0.9995146989822388,positive
0.9996987581253052,negative
0.9994964003562927,positive
0.9983609914779663,positive
0.9988859295845032,negative
0.9975361824035645,negative
0.9961788654327393,positive
0.9918084740638733,negative
0.9975526332855225,negative
0.9991418719291687,negative
0.9993560314178467,negative
0.9997805953025818,negative
0.9996063709259033,positive
0.9980908036231995,negative
0.998353123664856,positive
0.9971895217895508,negative
0.9966927170753479,negative
0.9997440576553345,positive
0.9962289929389954,positive
0.9711999893188477,negative
0.9952236413955688,positive
0.9989543557167053,negative
0.998642086982727,negative
0.9997522830963135,negative
0.9991406798362732,positive
0.9993370771408081,positive
0.9994842410087585,negative
0.999665379524231,positive
0.9980947971343994,positive
0.7323245406150818,positive
0.9920269250869751,negative
0.9996459484100342,positive
0.9685474634170532,positive
0.9986566305160522,negative
0.9954512119293213,negative
0.9995333552360535,positive
0.7197298407554626,negative
0.9962130188941956,positive
0.9994189143180847,negative
0.997704267501831,negative
0.9998754858970642,negative
0.995909571647644,positive
0.9911308884620667,negative
0.9994605779647827,negative
0.9993095397949219,negative
0.9994485974311829,positive
0.9995501637458801,positive
0.9972379803657532,positive
0.9941552877426147,positive
0.9972014427185059,positive
0.9972526431083679,negative
0.9870470762252808,negative
0.9986176490783691,positive
0.7905203104019165,positive
0.9918743371963501,negative
0.9980369210243225,positive
0.9637078046798706,positive
0.9900762438774109,positive
0.9991268515586853,positive
0.9996200799942017,positive
0.999866247177124,negative
0.9992218613624573,positive
0.9974989295005798,negative
0.9990165829658508,negative
0.9986007213592529,positive
0.9987935423851013,negative
0.9992757439613342,positive
0.9981973767280579,negative
0.9990692138671875,positive
0.9995442032814026,positive
0.9995933175086975,positive
0.9992446303367615,positive
0.9983733892440796,negative
0.9998063445091248,negative
0.999313235282898,positive
0.9967477917671204,negative
0.9993004202842712,positive
0.9939531087875366,negative
0.999197244644165,positive
0.9509723782539368,negative
0.8665475249290466,positive
0.999131977558136,positive
0.9997590184211731,positive
0.9997790455818176,negative
0.9993079304695129,positive
0.9935201406478882,negative
0.9990022778511047,positive
0.9992548227310181,negative
0.9997724294662476,positive
0.9981774687767029,positive
0.9976174831390381,positive
0.9988130331039429,positive
0.9958787560462952,negative
0.7974287271499634,positive
0.9990046620368958,negative
0.8905357122421265,negative
0.9975795149803162,negative
0.9986398816108704,positive
0.9980039596557617,positive
0.9993623495101929,positive
0.9995288252830505,negative
0.9990783929824829,positive
0.9998116493225098,negative
0.7221577167510986,negative
0.9997469186782837,positive
0.9996297955513,negative
0.999306857585907,positive
0.9991636872291565,negative
0.8911013007164001,negative
0.7021315693855286,negative
0.9997459650039673,positive
0.9993858337402344,positive
0.931114137172699,negative
0.9994983077049255,positive
0.9584512114524841,positive
0.9973931312561035,positive
0.9703561067581177,positive
0.9995788931846619,negative
0.9988349080085754,negative
0.9991374611854553,positive
0.9986377954483032,negative
0.9994370937347412,negative
0.9990255236625671,negative
0.9994606971740723,positive
0.9886109232902527,positive
0.9943013787269592,negative
0.9815126061439514,positive
0.9977979063987732,positive
0.9994903802871704,negative
0.9995620250701904,positive
0.9988119602203369,positive
0.9996720552444458,negative
0.9871078133583069,negative
0.9998457431793213,negative
0.9946173429489136,negative
0.9996583461761475,positive
0.9949296116828918,positive
0.9996516704559326,positive
0.5214245319366455,positive
0.9994083046913147,positive
0.9924618005752563,positive
0.9954701066017151,positive
0.9981417059898376,positive
0.9993234276771545,negative
0.74808269739151,negative
0.9539764523506165,positive
0.9987817406654358,negative
0.7327204346656799,positive
0.9860325455665588,positive
0.996267557144165,negative
0.784587562084198,positive
0.9996209740638733,positive
0.999630868434906,negative
0.9995691180229187,negative
0.9991787075996399,positive
0.9969196319580078,positive
0.9994222521781921,positive
0.9820351600646973,negative
0.9843092560768127,negative
0.990136981010437,negative
0.9994716644287109,negative
0.9994890689849854,positive
0.999114990234375,negative
0.9911552667617798,positive
0.9992732405662537,positive
0.9998568892478943,positive
0.9478830099105835,positive
0.9988856911659241,negative
0.9988698959350586,positive
0.9997482895851135,negative
0.9998477101325989,negative
0.6156764626502991,negative
0.999535858631134,positive
0.9933711886405945,negative
0.9995554089546204,negative
0.9943093061447144,negative
0.9994956254959106,negative
0.8454145193099976,positive
0.8627013564109802,negative
0.6635391712188721,positive
0.9995559453964233,negative
0.9996486306190491,negative
0.9973407983779907,negative
0.9994668364524841,negative
0.9994074702262878,positive
0.9994250535964966,negative
0.9996644258499146,negative
0.999783456325531,negative
0.9997571110725403,positive
0.9967487454414368,positive
0.9128915667533875,negative
0.9996094703674316,negative
0.8687291741371155,negative
0.9992486238479614,negative
0.9985513091087341,positive
0.9997684955596924,negative
0.9996376037597656,positive
0.9956367015838623,negative
0.9986186623573303,positive
0.9990105628967285,negative
0.9998120069503784,positive
0.9979102611541748,positive
0.9904903173446655,negative
0.9997151494026184,negative
0.9955003261566162,positive
0.999212384223938,negative
0.9985410571098328,negative
0.9997897744178772,negative
0.9983339309692383,positive
0.9993436932563782,negative
0.9946358799934387,negative
0.9989348649978638,negative
0.9997957944869995,negative
0.9996858239173889,negative
0.9959688782691956,negative
0.9993219375610352,negative
0.9974034428596497,negative
0.998022735118866,negative
0.999788224697113,negative
0.9644026756286621,positive
0.9910072088241577,negative
0.9997893571853638,negative
0.9998246431350708,negative
0.9996913075447083,negative
0.9996450543403625,positive
0.9996840357780457,positive
0.9783037900924683,negative
0.9985679984092712,negative
0.9991358518600464,negative
0.999883234500885,negative
0.9998485445976257,negative
0.9997786283493042,negative
0.9398726224899292,negative
0.9959762096405029,positive
0.9997878670692444,positive
0.9990925192832947,negative
0.9397297501564026,positive
0.9996111392974854,negative
0.9988194108009338,positive
0.9943666458129883,positive
0.9972628951072693,positive
0.999248206615448,negative
0.9993435144424438,positive
0.9989526271820068,negative
0.9995977282524109,positive
0.9814682006835938,negative
0.9976532459259033,negative
0.9938026666641235,positive
0.9996858835220337,negative
0.9985399842262268,negative
0.9997939467430115,negative
0.9994383454322815,negative
0.9981421232223511,positive
0.9986900091171265,positive
0.9983317852020264,positive
0.9994096755981445,positive
0.9993016719818115,positive
0.995649516582489,positive
0.9972109794616699,negative
0.9993991255760193,positive
0.9989443421363831,negative
0.999602198600769,positive
0.975640058517456,negative
0.9990144371986389,negative
0.999351441860199,positive
0.8475443720817566,negative
0.756851851940155,negative
0.9986180663108826,positive
0.9480707049369812,negative
0.9994872808456421,positive
0.9988744258880615,negative
0.9992194175720215,positive
0.9983030557632446,positive
0.999814510345459,negative
0.9881597757339478,positive
0.9882466197013855,positive
0.7614456415176392,positive
0.6990806460380554,positive
0.9992995262145996,negative
0.9656829833984375,positive
0.9997031688690186,negative
0.9997451305389404,negative
0.9998306632041931,negative
0.9987202286720276,positive
0.9997391104698181,negative
0.9995273351669312,negative
0.995162308216095,positive
0.8326036334037781,positive
0.9986398816108704,negative
0.9992374777793884,positive
0.9900316596031189,negative
0.9997841119766235,positive
0.9942842721939087,negative
0.999738335609436,negative
0.9971122741699219,positive
0.996738612651825,positive
0.5037311911582947,negative
0.9988912343978882,positive
0.997086226940155,negative
0.9982708692550659,negative
0.9970176815986633,positive
0.9991608262062073,negative
0.9996482133865356,positive
0.9442054629325867,negative
0.9626592397689819,negative
0.9981992244720459,positive
0.9866454601287842,positive
0.9998587965965271,negative
0.9966241121292114,positive
0.9994102120399475,positive
0.9995187520980835,positive
0.9988427758216858,positive
0.9988375306129456,negative
0.9998756051063538,negative
0.9022020697593689,positive
0.9076168537139893,positive
0.9646157026290894,negative
0.999298095703125,positive
0.999819278717041,negative
0.9994829297065735,negative
0.9985435605049133,negative
0.9998723864555359,negative
0.9980487823486328,positive
0.917679488658905,negative
0.9998654723167419,negative
0.8303543329238892,negative
0.9522745609283447,positive
0.9988304376602173,positive
0.8920612931251526,negative
0.9840786457061768,positive
0.6321454048156738,positive
0.9956842660903931,negative
0.9993308782577515,negative
0.9995666146278381,negative
0.9958851337432861,negative
0.9992784857749939,negative
0.9996553659439087,negative
0.8185819387435913,negative
0.7656205296516418,positive
0.9991626739501953,positive
0.9943638443946838,negative
0.9989848732948303,negative
0.9995872378349304,negative
0.9990220665931702,negative
0.9996734261512756,negative
0.9997433423995972,positive
0.9996511340141296,negative
0.9990042448043823,negative
0.9979251027107239,positive
0.9995661377906799,positive
0.9989778399467468,negative
0.9949193596839905,positive
0.9862162470817566,positive
0.9944406747817993,negative
0.999618649482727,positive
0.8283248543739319,negative
0.9991304874420166,positive
0.9997086524963379,positive
0.9997898936271667,negative
0.9918917417526245,positive
0.9994375109672546,positive
0.999884843826294,negative
0.9976586699485779,negative
0.9996285438537598,negative
0.9959637522697449,negative
0.9728493094444275,negative
0.9478720426559448,negative
0.588366687297821,positive
0.9967879056930542,positive
0.9998027086257935,positive
0.9996389150619507,positive
0.9976613521575928,positive
0.7407506704330444,negative
0.9296360015869141,positive
0.9988688826560974,negative
0.9964057207107544,positive
0.9997437000274658,negative
0.9996738433837891,positive
0.9954656362533569,positive
0.9267131090164185,negative
0.9969253540039062,positive
0.9997090697288513,negative
0.8664778470993042,negative
0.9834126830101013,negative
0.9860361814498901,positive
0.9942579865455627,positive
0.9990516901016235,positive
0.6109213829040527,negative
0.9974446296691895,negative
0.9987125992774963,positive
0.9993624687194824,negative
0.562622606754303,positive
0.995074987411499,negative
0.9996519088745117,positive
0.9984849691390991,positive
0.975079357624054,negative
0.993624210357666,negative
0.9860110282897949,positive
0.9778224229812622,positive
0.9964302182197571,positive
0.9995039105415344,positive
0.6504077315330505,negative
0.9994456171989441,negative
0.9019238948822021,positive
0.9687275290489197,positive
0.9993359446525574,negative
0.9907922148704529,negative
0.9997470378875732,negative
0.6529409885406494,negative
0.9997203350067139,positive
0.9996349215507507,negative
0.994516909122467,positive
0.9948768019676208,negative
0.5731539726257324,positive
0.9915998578071594,positive
0.9982536435127258,positive
0.9968572854995728,positive
0.999801754951477,negative
0.9992365837097168,negative
0.9941362142562866,positive
0.9992741346359253,negative
0.9994786977767944,positive
0.9664095640182495,positive
0.9989429116249084,positive
0.9952258467674255,positive
0.9994158744812012,positive
0.999837338924408,negative
0.9607297778129578,positive
0.9993385076522827,negative
0.9996161460876465,negative
0.9997408986091614,positive
