['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-char-letter-case-changing_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-char-letter-case-changing_label']
0.9995879530906677,positive
0.9998383522033691,negative
0.9977334141731262,positive
0.9996337294578552,positive
0.9996386766433716,negative
0.9987469911575317,positive
0.9986039400100708,negative
0.9354186058044434,negative
0.9989553689956665,positive
0.99929279088974,negative
0.9993641376495361,positive
0.9997026920318604,negative
0.9995592832565308,negative
0.7352994084358215,positive
0.9997954368591309,negative
0.9996070861816406,positive
0.9865059852600098,negative
0.9996354579925537,positive
0.9915482401847839,negative
0.9997687935829163,negative
0.9338311553001404,positive
0.9143182039260864,positive
0.9982193112373352,positive
0.9993427991867065,positive
0.9993536472320557,positive
0.9861084818840027,negative
0.989151120185852,negative
0.9896848201751709,positive
0.9997588992118835,negative
0.999853253364563,negative
0.9993433356285095,positive
0.9979075789451599,negative
0.9992585182189941,positive
0.9986280202865601,negative
0.9995973110198975,negative
0.9960513710975647,negative
0.9990003108978271,positive
0.9525096416473389,negative
0.9968635439872742,positive
0.9995868802070618,positive
0.9993346333503723,positive
0.998875617980957,positive
0.994667112827301,positive
0.9990766644477844,positive
0.9940536022186279,negative
0.9892420768737793,negative
0.9988974928855896,negative
0.9988577365875244,positive
0.9993904232978821,positive
0.999871015548706,negative
0.9997066259384155,negative
0.9994917511940002,positive
0.9951921701431274,positive
0.998603105545044,positive
0.9995403289794922,negative
0.9988456964492798,positive
0.9991887807846069,negative
0.9790181517601013,negative
0.9980977177619934,negative
0.9995516538619995,negative
0.9850526452064514,positive
0.9994255900382996,negative
0.9289348125457764,positive
0.9996035099029541,positive
0.9885921478271484,negative
0.9776314496994019,negative
0.9892030954360962,positive
0.9998419880867004,positive
0.9980003237724304,positive
0.9997588396072388,negative
0.9853267073631287,negative
0.9997045993804932,positive
0.9991192817687988,positive
0.9888277053833008,positive
0.9998196363449097,negative
0.9953306317329407,positive
0.99979567527771,negative
0.9987846612930298,positive
0.5750156044960022,positive
0.9998541474342346,negative
0.998863697052002,positive
0.9956984519958496,negative
0.9990097284317017,negative
0.9993082284927368,positive
0.9996689558029175,positive
0.9979990720748901,positive
0.9996455907821655,negative
0.8198367357254028,positive
0.9950816631317139,negative
0.999539315700531,positive
0.9987702369689941,positive
0.9345545768737793,positive
0.9932346343994141,negative
0.9510233998298645,negative
0.9991799592971802,positive
0.5258998274803162,negative
0.7782166600227356,negative
0.999756932258606,positive
0.9998478293418884,negative
0.9989203810691833,negative
0.9974616169929504,positive
0.9997401237487793,negative
0.5389100909233093,negative
0.9994681477546692,positive
0.9816022515296936,positive
0.998790979385376,negative
0.9993179440498352,positive
0.9996583461761475,negative
0.9992696046829224,negative
0.9995497465133667,positive
0.9997565150260925,negative
0.9996883273124695,negative
0.722582995891571,negative
0.5486331582069397,negative
0.9961968660354614,positive
0.9986393451690674,positive
0.9994450807571411,positive
0.9977647066116333,positive
0.9959385991096497,negative
0.9883772134780884,negative
0.9975585341453552,positive
0.9957510232925415,negative
0.999775767326355,positive
0.9976925253868103,positive
0.9787531495094299,positive
0.9997996091842651,positive
0.9985596537590027,negative
0.9972547292709351,negative
0.9986966252326965,positive
0.9995437264442444,positive
0.9996818900108337,negative
0.9978799819946289,negative
0.9991067051887512,positive
0.9988092184066772,negative
0.9998247623443604,negative
0.9887617230415344,negative
0.9591274857521057,negative
0.9998156428337097,negative
0.999558687210083,positive
0.9641789793968201,negative
0.9988502860069275,negative
0.99961256980896,negative
0.9997449517250061,positive
0.9935829043388367,positive
0.9997336268424988,negative
0.9987901449203491,negative
0.9975655674934387,positive
0.9447481632232666,negative
0.9984200596809387,negative
0.9953747987747192,positive
0.9998311996459961,positive
0.996819019317627,positive
0.9985148310661316,positive
0.9995067715644836,negative
0.996634840965271,positive
0.9996594190597534,negative
0.9994387626647949,positive
0.9995064735412598,negative
0.997905969619751,negative
0.9764686822891235,positive
0.9996041059494019,negative
0.9994357228279114,negative
0.9854938983917236,negative
0.9983630180358887,negative
0.991578996181488,positive
0.9961923956871033,negative
0.5049331188201904,negative
0.980648398399353,negative
0.9997374415397644,positive
0.9996421933174133,positive
0.9997768998146057,positive
0.9768876433372498,positive
0.9987900257110596,positive
0.9974949359893799,negative
0.998609185218811,positive
0.9987834692001343,positive
0.9911016821861267,negative
0.9893306493759155,negative
0.9747923612594604,negative
0.9995687007904053,positive
0.9840909838676453,negative
0.99952232837677,negative
0.9980059266090393,negative
0.9618995189666748,positive
0.9990662932395935,negative
0.9996683597564697,positive
0.9959690570831299,positive
0.997935950756073,positive
0.9998726844787598,negative
0.9946042895317078,negative
0.9997233152389526,negative
0.9994360208511353,positive
0.9974629282951355,positive
0.9950636625289917,positive
0.9983322024345398,positive
0.9150652885437012,positive
0.8704546689987183,positive
0.9994103908538818,negative
0.9998288750648499,positive
0.98940110206604,negative
0.9961926937103271,positive
0.9925738573074341,positive
0.7992877960205078,negative
0.9999127984046936,negative
0.9980269074440002,positive
0.9987462759017944,positive
0.9988186955451965,positive
0.9997485280036926,positive
0.9754955768585205,negative
0.9996559023857117,negative
0.9997910261154175,positive
0.7271219491958618,negative
0.9996471405029297,negative
0.9938658475875854,negative
0.9993951916694641,negative
0.9991787672042847,positive
0.9997597932815552,positive
0.9963404536247253,negative
0.9830768704414368,negative
0.9922787547111511,positive
0.913101315498352,positive
0.9998944401741028,negative
0.993903636932373,positive
0.9919820427894592,positive
0.9547613859176636,positive
0.9909312129020691,positive
0.999793529510498,negative
0.9993305802345276,positive
0.9981516599655151,positive
0.99909508228302,negative
0.9911546111106873,negative
0.9977802634239197,positive
0.9912291169166565,negative
0.9997125267982483,negative
0.9986997246742249,positive
0.841456413269043,positive
0.9873859882354736,positive
0.999406099319458,negative
0.997463047504425,negative
0.9964273571968079,positive
0.9985535740852356,positive
0.9982076287269592,negative
0.9989582300186157,negative
0.5389893054962158,positive
0.9998331069946289,positive
0.9992978572845459,positive
0.9986978769302368,positive
0.9994656443595886,negative
0.9965798854827881,positive
0.8910952210426331,negative
0.9993956685066223,positive
0.999272346496582,negative
0.9988843202590942,positive
0.9982485771179199,positive
0.9997692108154297,negative
0.9938321709632874,negative
0.9981707334518433,negative
0.9978267550468445,negative
0.9996561408042908,negative
0.9966795444488525,positive
0.7926947474479675,negative
0.9950577616691589,positive
0.9997520446777344,negative
0.9989936947822571,positive
0.6287330389022827,negative
0.9991523623466492,negative
0.7711333632469177,negative
0.9949036240577698,negative
0.9998098611831665,negative
0.9997689723968506,negative
0.9976988434791565,positive
0.9908502101898193,negative
0.9991121888160706,negative
0.6218379735946655,negative
0.9986917972564697,negative
0.9991039633750916,positive
0.9989044070243835,positive
0.9981468319892883,positive
0.9936851859092712,negative
0.7856181859970093,positive
0.9994712471961975,positive
0.9998111128807068,negative
0.9989174008369446,negative
0.9993352293968201,positive
0.5496282577514648,positive
0.9969407320022583,negative
0.998814582824707,positive
0.9995455741882324,positive
0.9991664886474609,positive
0.6865208148956299,positive
0.9984840750694275,positive
0.9992148876190186,negative
0.9119135141372681,positive
0.9990386962890625,positive
0.9998024702072144,positive
0.9971247911453247,negative
0.6161486506462097,positive
0.9920905232429504,negative
0.9911134839057922,positive
0.9991418719291687,positive
0.9699780344963074,negative
0.9996997714042664,positive
0.9994522333145142,positive
0.9996234178543091,positive
0.9987661838531494,negative
0.9979356527328491,positive
0.9995766878128052,positive
0.9807496070861816,positive
0.999673068523407,positive
0.941618800163269,positive
0.9998055100440979,positive
0.8911991119384766,positive
0.9996958374977112,positive
0.9988745450973511,positive
0.9998732805252075,negative
0.9994804859161377,positive
0.9994813203811646,positive
0.9992327094078064,negative
0.9998010396957397,negative
0.9996570944786072,positive
0.5084196925163269,positive
0.5688478946685791,positive
0.8799199461936951,positive
0.9848003387451172,negative
0.9968604445457458,positive
0.9946856498718262,positive
0.9994906783103943,positive
0.9997687935829163,negative
0.9998815655708313,negative
0.9916064143180847,negative
0.9861006140708923,positive
0.9975132942199707,positive
0.9838212728500366,positive
0.9994977116584778,positive
0.9992442727088928,negative
0.9998073577880859,positive
0.9995267987251282,negative
0.9993176460266113,negative
0.9992690682411194,positive
0.9998537302017212,negative
0.996921956539154,positive
0.9997768998146057,negative
0.9998677968978882,negative
0.9965032339096069,positive
0.9997085332870483,positive
0.9998731017112732,negative
0.9987479448318481,negative
0.9998726844787598,negative
0.9996636509895325,negative
0.9995537996292114,negative
0.9990779757499695,positive
0.6255675554275513,positive
0.999836266040802,positive
0.9985465407371521,positive
0.9995911717414856,negative
0.9993024468421936,negative
0.9933462142944336,negative
0.7680917978286743,negative
0.9993558526039124,positive
0.9997271299362183,positive
0.9998106360435486,negative
0.9922682642936707,positive
0.9995900988578796,negative
0.9993672966957092,negative
0.9982495307922363,negative
0.9997446537017822,positive
0.9992092847824097,positive
0.9997730851173401,negative
0.9994943141937256,positive
0.9997095465660095,negative
0.9993532299995422,positive
0.9986440539360046,positive
0.9993850588798523,negative
0.998027503490448,negative
0.9947015643119812,positive
0.9973894953727722,negative
0.9387878775596619,negative
0.9995905160903931,negative
0.9995322823524475,negative
0.9997702240943909,negative
0.9996021389961243,positive
0.9984443187713623,negative
0.9983553886413574,positive
0.9966837763786316,negative
0.9940696358680725,negative
0.9997925162315369,positive
0.9948625564575195,positive
0.8953360915184021,negative
0.9956591725349426,positive
0.9988120794296265,negative
0.9988340139389038,negative
0.9997563362121582,negative
0.9993948340415955,positive
0.9993451237678528,positive
0.9956886172294617,negative
0.9997063279151917,positive
0.998664915561676,positive
0.7920366525650024,positive
0.9786192774772644,negative
0.9996577501296997,positive
0.9849268794059753,positive
0.9981164932250977,negative
0.9995957612991333,negative
0.9995263814926147,positive
0.9379721283912659,negative
0.9974000453948975,positive
0.9993473887443542,negative
0.9986739158630371,negative
0.9998737573623657,negative
0.9949859380722046,positive
0.9926510453224182,negative
0.9987672567367554,negative
0.9997209906578064,negative
0.9995006322860718,positive
0.9994352459907532,positive
0.9975970983505249,positive
0.9939243197441101,positive
0.9969295263290405,positive
0.9983413219451904,negative
0.9954624176025391,negative
0.9989835619926453,positive
0.7317449450492859,negative
0.9934253096580505,negative
0.997644305229187,positive
0.9855923056602478,positive
0.9986708164215088,positive
0.998924195766449,positive
0.9996922612190247,positive
0.9998694658279419,negative
0.9989699721336365,positive
0.9955852627754211,negative
0.99895840883255,negative
0.9989506602287292,positive
0.996880829334259,negative
0.9993380308151245,positive
0.9986075162887573,negative
0.9987248182296753,positive
0.9995548129081726,positive
0.9995834827423096,positive
0.9992969632148743,positive
0.9989418387413025,negative
0.9998229146003723,negative
0.9990552067756653,positive
0.9974444508552551,negative
0.9991670846939087,positive
0.9916157126426697,negative
0.9990625381469727,positive
0.9705886840820312,negative
0.9441906213760376,negative
0.9990741014480591,positive
0.9997918009757996,positive
0.9997605681419373,negative
0.9992240071296692,positive
0.9927560687065125,negative
0.9991031289100647,positive
0.9996888637542725,negative
0.9998089671134949,positive
0.9986384510993958,positive
0.9962902069091797,positive
0.9991042613983154,positive
0.9971166253089905,negative
0.999731183052063,negative
0.9994993805885315,negative
0.956305980682373,negative
0.9982364177703857,negative
0.9990120530128479,positive
0.9981418251991272,positive
0.9996007084846497,positive
0.9995949864387512,negative
0.999574601650238,positive
0.9998140335083008,negative
0.71732497215271,negative
0.9997132420539856,positive
0.999717652797699,negative
0.9993991255760193,positive
0.9986505508422852,negative
0.834385335445404,negative
0.8641080856323242,negative
0.9997679591178894,positive
0.9994332790374756,positive
0.7522528171539307,positive
0.999631404876709,positive
0.9654315710067749,positive
0.9981122016906738,positive
0.9778155088424683,positive
0.9997756481170654,negative
0.9997540712356567,negative
0.9991205930709839,positive
0.9983906149864197,negative
0.9997754693031311,negative
0.9997451305389404,negative
0.9995852708816528,positive
0.9999004006385803,negative
0.9906201362609863,negative
0.9791567325592041,positive
0.9983471632003784,positive
0.999563455581665,negative
0.9996458292007446,positive
0.9988175630569458,positive
0.9995599985122681,negative
0.9791905879974365,negative
0.9998477697372437,negative
0.996017336845398,negative
0.9995920062065125,positive
0.9954788684844971,positive
0.9984335899353027,positive
0.5572060942649841,positive
0.9991414546966553,positive
0.9965485334396362,positive
0.9935728311538696,positive
0.9992974996566772,positive
0.9994991421699524,negative
0.9337337613105774,negative
0.9847186803817749,positive
0.998275637626648,negative
0.9915987849235535,negative
0.5089183449745178,positive
0.998207688331604,positive
0.5936150550842285,positive
0.9996485710144043,positive
0.9996301531791687,negative
0.9997279047966003,negative
0.9993692636489868,positive
0.9971169829368591,positive
0.9995830059051514,positive
0.995451033115387,negative
0.9985905289649963,negative
0.6488329172134399,positive
0.9997703433036804,negative
0.9994457364082336,positive
0.9992832541465759,negative
0.9414757490158081,positive
0.999092161655426,positive
0.9998738169670105,positive
0.9883826375007629,positive
0.9989578127861023,negative
0.9986141324043274,positive
0.9997692108154297,negative
0.9998522996902466,negative
0.9990374445915222,positive
0.9996795058250427,positive
0.9965112805366516,negative
0.9995754361152649,negative
0.9928736090660095,negative
0.9995989203453064,negative
0.5253183841705322,positive
0.7859625220298767,negative
0.7673977613449097,negative
0.9997285008430481,negative
0.999608039855957,negative
0.9986269474029541,negative
0.99955153465271,negative
0.9993807077407837,positive
0.9997358322143555,negative
0.9997388124465942,negative
0.9998149275779724,negative
0.9997822642326355,positive
0.9973950386047363,positive
0.840440571308136,negative
0.99980628490448,negative
0.7153922319412231,negative
0.9994571805000305,negative
0.9985812306404114,positive
0.9997183680534363,negative
0.999617874622345,positive
0.9969759583473206,negative
0.999186635017395,positive
0.998946487903595,negative
0.9998411536216736,positive
0.9957765936851501,positive
0.9928566217422485,negative
0.9998050332069397,negative
0.9997212886810303,positive
0.9998047351837158,negative
0.9989389181137085,negative
0.9998151659965515,negative
0.9983367919921875,positive
0.9997343420982361,negative
0.9962710738182068,negative
0.9985113739967346,negative
0.9997972249984741,negative
0.999785840511322,negative
0.9985965490341187,negative
0.9997296929359436,negative
0.9991468787193298,negative
0.99839848279953,negative
0.9998146891593933,negative
0.9762136340141296,positive
0.774019181728363,negative
0.9997923374176025,negative
0.9998509287834167,negative
0.9997052550315857,negative
0.9996047019958496,positive
0.9997188448905945,positive
0.990354061126709,negative
0.9990363121032715,negative
0.999171257019043,negative
0.9998893141746521,negative
0.9998878836631775,negative
0.9998072385787964,negative
0.999611496925354,negative
0.9984720945358276,positive
0.9998024106025696,positive
0.9992391467094421,negative
0.9571351408958435,positive
0.9996435642242432,negative
0.9989451169967651,positive
0.9965983629226685,positive
0.9980248212814331,positive
0.9992790818214417,negative
0.9959882497787476,positive
0.998877763748169,negative
0.999578058719635,positive
0.9811404347419739,negative
0.9975651502609253,negative
0.9965752959251404,positive
0.999690592288971,negative
0.9987492561340332,negative
0.9997019171714783,negative
0.9995414614677429,negative
0.999603271484375,positive
0.9990155696868896,positive
0.9988445043563843,positive
0.9993695616722107,positive
0.9992967247962952,positive
0.9992323517799377,positive
0.9959538578987122,negative
0.9995062351226807,positive
0.9989166259765625,negative
0.9996795058250427,positive
0.940085768699646,negative
0.9995729923248291,negative
0.9994151592254639,positive
0.8743271231651306,negative
0.5136653184890747,positive
0.9994203448295593,positive
0.9754104614257812,negative
0.999601423740387,positive
0.9981824159622192,negative
0.9992057085037231,positive
0.9968503713607788,positive
0.9998034834861755,negative
0.984717845916748,positive
0.9845882058143616,positive
0.7819768786430359,positive
0.8262483477592468,positive
0.999497652053833,negative
0.8488858342170715,positive
0.9997549653053284,negative
0.9998159408569336,negative
0.9998228549957275,negative
0.9999155402183533,negative
0.9997424483299255,negative
0.9995403289794922,negative
0.9965360164642334,positive
0.923856258392334,negative
0.9995922446250916,negative
0.9994453191757202,positive
0.9872439503669739,negative
0.9998364448547363,positive
0.9947405457496643,negative
0.9996203780174255,negative
0.9985278844833374,positive
0.9978285431861877,positive
0.961556077003479,positive
0.9991568922996521,positive
0.9406554698944092,negative
0.9986319541931152,negative
0.997227668762207,positive
0.9984439015388489,negative
0.9998162388801575,positive
0.9358765482902527,negative
0.9533235430717468,negative
0.9979575276374817,positive
0.997573733329773,positive
0.9998307228088379,negative
0.9973868727684021,positive
0.9994977116584778,positive
0.9996558427810669,positive
0.9991833567619324,positive
0.9994436502456665,negative
0.9998759031295776,negative
0.8958025574684143,positive
0.8939157724380493,positive
0.9634643793106079,negative
0.9995083808898926,positive
0.9997863173484802,negative
0.9994759559631348,negative
0.9989712834358215,negative
0.9998897910118103,negative
0.9985293745994568,positive
0.9079506397247314,negative
0.9998791813850403,negative
0.9393439888954163,negative
0.7942671775817871,negative
0.9985085725784302,positive
0.9817190170288086,positive
0.9501575827598572,positive
0.6061378717422485,positive
0.9962068200111389,negative
0.9993467926979065,negative
0.9995591044425964,negative
0.99577397108078,negative
0.9990705847740173,negative
0.9997197389602661,negative
0.6502779126167297,negative
0.5555448532104492,positive
0.998745858669281,positive
0.9948185086250305,negative
0.9992225766181946,negative
0.9995518326759338,negative
0.9960604906082153,negative
0.9997575879096985,negative
0.9997896552085876,positive
0.9997302293777466,negative
0.9994393587112427,negative
0.9982737898826599,positive
0.9993382692337036,positive
0.9960824847221375,negative
0.9974090456962585,positive
0.9485575556755066,positive
0.994583010673523,negative
0.9996336698532104,positive
0.7804371118545532,negative
0.9991195797920227,positive
0.9996786117553711,positive
0.9997775554656982,negative
0.9921327829360962,positive
0.9994632005691528,positive
0.9998854398727417,negative
0.9981790781021118,negative
0.9953426122665405,negative
0.9719637036323547,negative
0.9872044920921326,negative
0.9197494387626648,positive
0.998694896697998,positive
0.9998220205307007,positive
0.9996688961982727,positive
0.9984807968139648,positive
0.8069048523902893,negative
0.9620837569236755,positive
0.9993184208869934,negative
0.9991128444671631,positive
0.9994691610336304,negative
0.9997822046279907,positive
0.9990859627723694,positive
0.9971108436584473,negative
0.994077205657959,positive
0.9996023774147034,negative
0.956168532371521,negative
0.9630242586135864,negative
0.9901322722434998,positive
0.9943531155586243,positive
0.9991087317466736,positive
0.6707044839859009,negative
0.9977927207946777,negative
0.9977853894233704,positive
0.9994632005691528,negative
0.7414387464523315,negative
0.9988522529602051,negative
0.9997411370277405,positive
0.9987555742263794,positive
0.6234389543533325,positive
0.9913820028305054,negative
0.9751112461090088,positive
0.9996538758277893,positive
0.995037317276001,positive
0.999506950378418,positive
0.727134108543396,positive
0.9994532465934753,negative
0.8312069773674011,positive
0.9996250867843628,positive
0.999413788318634,negative
0.9540692567825317,negative
0.9997985363006592,negative
0.6578047871589661,negative
0.9997423887252808,positive
0.9988418817520142,negative
0.9948041439056396,positive
0.998537003993988,negative
0.6148971915245056,positive
0.9662307500839233,positive
0.9986622333526611,positive
0.9954774975776672,positive
0.9997633695602417,negative
0.9993123412132263,negative
0.9976601600646973,positive
0.999346911907196,negative
0.9991465210914612,negative
0.9505267143249512,positive
0.9880817532539368,positive
0.9916931390762329,positive
0.9993754625320435,positive
0.9998271465301514,negative
0.8891016840934753,positive
0.9974276423454285,negative
0.9995546936988831,negative
0.9997354745864868,positive
0.9976601600646973,positive
0.6578047871589661,negative
