['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-word-ordering_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-word-ordering_label']
0.9993096590042114,positive
0.9997307062149048,negative
0.9905259013175964,positive
0.9990869164466858,positive
0.9994845390319824,negative
0.9974240660667419,positive
0.999077320098877,negative
0.8798393607139587,negative
0.9970533847808838,positive
0.961012065410614,negative
0.9994833469390869,positive
0.9862213730812073,negative
0.9973448514938354,negative
0.5204524397850037,negative
0.9997987747192383,negative
0.9987596869468689,positive
0.998184859752655,negative
0.996990442276001,positive
0.6193707585334778,negative
0.9996232390403748,negative
0.9289408922195435,positive
0.7592100501060486,positive
0.9952631592750549,positive
0.9988489151000977,positive
0.9993215203285217,positive
0.9818933606147766,negative
0.9863017201423645,negative
0.9950289726257324,positive
0.9996552467346191,negative
0.9998087286949158,negative
0.9958550930023193,positive
0.9505995512008667,negative
0.9973697066307068,positive
0.996921181678772,negative
0.9980711340904236,negative
0.9958967566490173,negative
0.9939702153205872,positive
0.7926549315452576,negative
0.9931710958480835,positive
0.9953600764274597,positive
0.9988774061203003,positive
0.9914129376411438,positive
0.9984750747680664,positive
0.9991456866264343,positive
0.9958842396736145,negative
0.9982709884643555,positive
0.9973702430725098,negative
0.9992528557777405,positive
0.9991605877876282,positive
0.9991916418075562,negative
0.9930903315544128,positive
0.9992169737815857,positive
0.5209523439407349,negative
0.9977757930755615,positive
0.9997038841247559,negative
0.9971005916595459,positive
0.9991015791893005,negative
0.8645358085632324,negative
0.9995625615119934,negative
0.9994995594024658,negative
0.9647142887115479,positive
0.9514135718345642,negative
0.7743033170700073,positive
0.9985359311103821,positive
0.8476078510284424,negative
0.9884673357009888,negative
0.985338568687439,positive
0.9998294115066528,positive
0.9990423917770386,positive
0.9996708035469055,negative
0.9844654202461243,negative
0.9987325072288513,positive
0.9984597563743591,positive
0.8645090460777283,positive
0.9997705221176147,negative
0.996663510799408,positive
0.9991716146469116,negative
0.9989910125732422,positive
0.7415918111801147,positive
0.9998643398284912,negative
0.9969561696052551,positive
0.928181529045105,negative
0.9993916749954224,negative
0.999450147151947,positive
0.9994999170303345,positive
0.9987043738365173,positive
0.9713463187217712,negative
0.6288186311721802,positive
0.9900097250938416,negative
0.9977700114250183,positive
0.8070325255393982,positive
0.9882647395133972,positive
0.9901713132858276,negative
0.973476767539978,negative
0.9991071820259094,positive
0.973997175693512,negative
0.644173800945282,positive
0.994521975517273,positive
0.9997860193252563,negative
0.9096221327781677,negative
0.8912087678909302,negative
0.8604413866996765,positive
0.5511234998703003,negative
0.9980225563049316,positive
0.9895284175872803,positive
0.6317244172096252,positive
0.9772695302963257,positive
0.9992362856864929,negative
0.9991002678871155,negative
0.9996736645698547,positive
0.9989312887191772,negative
0.9822157621383667,negative
0.7722752094268799,positive
0.9994098544120789,negative
0.5441388487815857,negative
0.8363537192344666,positive
0.9771499037742615,positive
0.9980447292327881,positive
0.8324680328369141,positive
0.9954430460929871,negative
0.9969953298568726,positive
0.5966407656669617,positive
0.9996985197067261,positive
0.9030376672744751,positive
0.9969308376312256,positive
0.9997695684432983,positive
0.9957298040390015,negative
0.9884183406829834,negative
0.9988096952438354,positive
0.999140739440918,positive
0.9990645051002502,negative
0.9972366690635681,negative
0.9992492198944092,positive
0.997481107711792,negative
0.9996995329856873,negative
0.9710286855697632,negative
0.9760891795158386,positive
0.999815821647644,negative
0.9994559288024902,positive
0.924793004989624,positive
0.9984198212623596,negative
0.9982671737670898,negative
0.9408851265907288,positive
0.9978758692741394,positive
0.9857010841369629,positive
0.7679356336593628,negative
0.9992656707763672,positive
0.616284191608429,negative
0.9990227818489075,negative
0.996058464050293,positive
0.9998180866241455,positive
0.9969595074653625,positive
0.9967431426048279,positive
0.9996263980865479,negative
0.99064040184021,positive
0.9993207454681396,negative
0.9987658262252808,positive
0.9993826150894165,negative
0.645789623260498,positive
0.9339422583580017,positive
0.9993487000465393,negative
0.9996740818023682,negative
0.9745664000511169,negative
0.9707849621772766,positive
0.9370092153549194,positive
0.9850876331329346,negative
0.9518746137619019,positive
0.9604176878929138,negative
0.9996989965438843,positive
0.9943563342094421,negative
0.9995492100715637,positive
0.990773618221283,positive
0.9964816570281982,positive
0.9872089624404907,negative
0.9961161613464355,positive
0.9989930391311646,positive
0.9866295456886292,negative
0.9996933937072754,negative
0.9400772452354431,negative
0.9993342757225037,positive
0.9848517775535583,positive
0.998418390750885,negative
0.6725965142250061,positive
0.5335373878479004,positive
0.9993651509284973,negative
0.9994638562202454,positive
0.6043809056282043,positive
0.9985266923904419,positive
0.9996294975280762,negative
0.9917703866958618,negative
0.9996064305305481,negative
0.9994971752166748,positive
0.5531548261642456,positive
0.9960544109344482,positive
0.5105074644088745,positive
0.9250955581665039,positive
0.6551605463027954,positive
0.989242434501648,negative
0.999821126461029,positive
0.7342440485954285,negative
0.9975084066390991,positive
0.9895460605621338,positive
0.9936846494674683,negative
0.9932062029838562,positive
0.9984142780303955,positive
0.9949762225151062,positive
0.9994852542877197,positive
0.9894616007804871,negative
0.9997267723083496,negative
0.99935382604599,positive
0.6791820526123047,negative
0.999743640422821,negative
0.993345320224762,negative
0.9991582036018372,negative
0.9982056617736816,positive
0.9996635913848877,positive
0.9977650046348572,negative
0.997062623500824,negative
0.8844158053398132,negative
0.9304652214050293,positive
0.9998860955238342,negative
0.9981451630592346,positive
0.931826114654541,positive
0.8450831770896912,positive
0.9890797138214111,positive
0.9996266961097717,negative
0.9959797263145447,positive
0.9925205707550049,positive
0.9932265877723694,negative
0.9983789324760437,positive
0.9991623163223267,positive
0.9987481236457825,negative
0.8536336421966553,negative
0.9979768395423889,positive
0.9723137617111206,positive
0.9736847281455994,positive
0.9990003108978271,negative
0.9943601489067078,negative
0.9976050853729248,positive
0.9979660511016846,positive
0.9418388605117798,negative
0.9991112947463989,negative
0.9511539936065674,negative
0.9997988343238831,positive
0.9981985688209534,positive
0.996859073638916,positive
0.9997112154960632,negative
0.9878023266792297,positive
0.9995625615119934,negative
0.991551399230957,positive
0.9994907975196838,negative
0.9971290230751038,positive
0.9959807395935059,positive
0.9998435378074646,negative
0.9849041700363159,negative
0.8775696754455566,negative
0.9983961582183838,negative
0.9990965127944946,negative
0.9296458959579468,positive
0.9908533692359924,positive
0.9988173246383667,positive
0.9997329711914062,negative
0.9987186789512634,positive
0.7362807393074036,positive
0.9953307509422302,negative
0.6151745915412903,negative
0.9343003630638123,positive
0.9998571872711182,negative
0.9997779130935669,negative
0.9989425539970398,positive
0.9934417009353638,negative
0.7051632404327393,negative
0.8863729238510132,negative
0.9977733492851257,negative
0.999359667301178,positive
0.9995654225349426,positive
0.9965888857841492,positive
0.6060267090797424,positive
0.764725923538208,positive
0.9986523389816284,positive
0.9997738003730774,negative
0.9986714124679565,negative
0.9988524913787842,positive
0.8293193578720093,negative
0.9980268478393555,negative
0.999239981174469,positive
0.9971481561660767,positive
0.8972715139389038,positive
0.9979007840156555,positive
0.9962901473045349,negative
0.8740864396095276,positive
0.9990738034248352,positive
0.9997977614402771,positive
0.9371632933616638,positive
0.9768612384796143,positive
0.825583279132843,positive
0.9845024347305298,negative
0.9975064396858215,positive
0.8954207897186279,positive
0.670843243598938,negative
0.9931632280349731,positive
0.9996246695518494,positive
0.9990372061729431,positive
0.9974778890609741,negative
0.9982231855392456,positive
0.9995473623275757,positive
0.9836654663085938,positive
0.9995454549789429,positive
0.8678767681121826,positive
0.999750554561615,positive
0.9901857972145081,positive
0.9996427893638611,positive
0.9985749125480652,positive
0.9978760480880737,negative
0.9991574287414551,positive
0.7632349133491516,negative
0.9809890985488892,negative
0.9997676014900208,negative
0.9990929365158081,positive
0.6328125,negative
0.9788603186607361,positive
0.8892496824264526,positive
0.987248957157135,negative
0.9961081147193909,positive
0.995844304561615,positive
0.9991353750228882,positive
0.9995834827423096,negative
0.9998632073402405,negative
0.6616935133934021,negative
0.9895015358924866,positive
0.9303869605064392,positive
0.9677762389183044,positive
0.9996219277381897,positive
0.9992071390151978,negative
0.9997341632843018,positive
0.9997205138206482,negative
0.9996423125267029,negative
0.9992292523384094,positive
0.9989398717880249,negative
0.9620166420936584,positive
0.9980825185775757,negative
0.9997642636299133,negative
0.9967076778411865,positive
0.9992991089820862,positive
0.9998180866241455,negative
0.9982279539108276,negative
0.9998521208763123,negative
0.999750018119812,negative
0.9976714849472046,negative
0.6999610662460327,positive
0.9909943342208862,positive
0.9973375797271729,positive
0.9753566384315491,positive
0.5602498054504395,negative
0.9860243797302246,positive
0.9891621470451355,negative
0.9993630647659302,negative
0.9969943165779114,positive
0.9996259212493896,positive
0.8289651870727539,negative
0.8343730568885803,positive
0.9482481479644775,negative
0.9982945919036865,negative
0.9892560839653015,negative
0.9997098445892334,positive
0.9992358088493347,positive
0.9997625350952148,negative
0.9981814026832581,positive
0.999580979347229,negative
0.9993836879730225,positive
0.9989137649536133,positive
0.9891869425773621,negative
0.9736083149909973,negative
0.9966147541999817,positive
0.9435919523239136,negative
0.7585271596908569,positive
0.9358615875244141,positive
0.9872037172317505,negative
0.9995226860046387,negative
0.9951248168945312,positive
0.9980370402336121,negative
0.9989954829216003,positive
0.9263267517089844,positive
0.8965312242507935,positive
0.9995306730270386,positive
0.9875706434249878,positive
0.997870147228241,negative
0.9964539408683777,positive
0.9981236457824707,negative
0.9962387681007385,negative
0.9997237920761108,negative
0.9993888139724731,positive
0.6074554920196533,negative
0.9991522431373596,negative
0.9997601509094238,positive
0.9976728558540344,positive
0.9422609806060791,positive
0.9915432333946228,negative
0.9997050166130066,positive
0.8646350502967834,positive
0.7142272591590881,positive
0.999591588973999,negative
0.9994563460350037,positive
0.9914268255233765,positive
0.9441927671432495,positive
0.9998274445533752,negative
0.9987208843231201,negative
0.9998831152915955,negative
0.9961679577827454,positive
0.9992899894714355,negative
0.9988988637924194,negative
0.9996739625930786,negative
0.9996539354324341,positive
0.9995441436767578,positive
0.997443437576294,positive
0.9943584203720093,positive
0.9982515573501587,positive
0.9958751797676086,negative
0.9919195175170898,negative
0.8915666937828064,positive
0.9857116341590881,negative
0.9943950176239014,negative
0.9985195994377136,positive
0.9916284680366516,positive
0.9989070892333984,positive
0.9990442395210266,positive
0.9995428919792175,positive
0.9971378445625305,negative
0.9992692470550537,positive
0.9823629856109619,negative
0.99935382604599,negative
0.9980336427688599,positive
0.993320107460022,negative
0.9989524483680725,positive
0.9968231320381165,negative
0.9959554076194763,positive
0.9987223148345947,positive
0.9992038011550903,positive
0.9978512525558472,positive
0.6613643765449524,negative
0.9998103976249695,negative
0.9992901682853699,positive
0.9987881183624268,negative
0.9989420175552368,positive
0.9158057570457458,positive
0.9989141821861267,positive
0.8543199896812439,positive
0.523727536201477,negative
0.9987532496452332,positive
0.9993724226951599,positive
0.9997847676277161,negative
0.9964979887008667,positive
0.9906875491142273,negative
0.9989941716194153,positive
0.99860680103302,negative
0.9997460246086121,positive
0.987361490726471,positive
0.9880800247192383,positive
0.998756468296051,positive
0.9984331130981445,negative
0.9997497200965881,negative
0.9974175691604614,negative
0.9328010678291321,positive
0.9948683977127075,negative
0.9974481463432312,positive
0.6513623595237732,negative
0.9993500709533691,positive
0.9997014999389648,negative
0.9983691573143005,positive
0.9995162487030029,negative
0.70565265417099,negative
0.9995072484016418,positive
0.9997894167900085,negative
0.9993590116500854,positive
0.9986276030540466,negative
0.5823906064033508,positive
0.9154394865036011,negative
0.9997381567955017,positive
0.851689875125885,negative
0.9626993536949158,positive
0.9983880519866943,positive
0.7892965078353882,negative
0.9951021075248718,positive
0.9669723510742188,positive
0.7526392936706543,negative
0.9996821880340576,negative
0.9989715814590454,positive
0.9946887493133545,negative
0.9996314644813538,negative
0.9994754791259766,negative
0.9997017979621887,positive
0.9989932179450989,negative
0.9966299533843994,negative
0.7356541752815247,negative
0.9977303147315979,positive
0.9993918538093567,negative
0.9994966983795166,positive
0.9986283779144287,positive
0.7924280762672424,positive
0.9900925159454346,negative
0.9998474717140198,negative
0.9973061680793762,negative
0.9997239112854004,positive
0.9925286173820496,positive
0.9979708194732666,positive
0.6256571412086487,positive
0.9986920952796936,positive
0.9991272687911987,positive
0.9993878602981567,positive
0.99760901927948,positive
0.9994410872459412,negative
0.8056713938713074,negative
0.99477618932724,positive
0.8214922547340393,negative
0.5673751831054688,positive
0.651489794254303,positive
0.9959383606910706,positive
0.622734010219574,positive
0.9985659718513489,positive
0.9991101622581482,negative
0.8684900403022766,positive
0.9991297125816345,positive
0.9964451193809509,positive
0.9902278780937195,positive
0.7264685034751892,negative
0.9852067828178406,negative
0.9434859752655029,positive
0.9996554255485535,negative
0.9984142780303955,positive
0.9896820783615112,negative
0.5418211817741394,negative
0.9992371797561646,positive
0.9998651146888733,positive
0.8521326184272766,positive
0.9182196855545044,positive
0.9954394102096558,positive
0.9987712502479553,negative
0.9923779964447021,negative
0.9976909160614014,positive
0.9994499683380127,positive
0.9585921764373779,negative
0.9984570741653442,negative
0.7076023817062378,negative
0.9988789558410645,negative
0.8434365391731262,positive
0.5051345229148865,negative
0.5989564657211304,positive
0.9996203184127808,negative
0.9995211362838745,negative
0.9969581961631775,negative
0.9977098107337952,negative
0.9992250800132751,positive
0.9997534155845642,negative
0.9985276460647583,negative
0.9989418387413025,negative
0.9995532035827637,positive
0.7394617795944214,negative
0.890591025352478,negative
0.9997878670692444,negative
0.9451541900634766,negative
0.9954088926315308,negative
0.9451679587364197,positive
0.997864842414856,negative
0.9988914132118225,positive
0.9945621490478516,negative
0.9988246560096741,positive
0.9983182549476624,negative
0.999823808670044,positive
0.9954820275306702,positive
0.9963840842247009,negative
0.9996232390403748,negative
0.9988574981689453,positive
0.9995551705360413,negative
0.9845303297042847,negative
0.999207079410553,negative
0.9985100030899048,positive
0.5778586864471436,positive
0.9872243404388428,negative
0.9834059476852417,positive
0.9859613180160522,negative
0.9997655749320984,negative
0.9966215491294861,negative
0.9985716342926025,negative
0.9819357991218567,negative
0.972015380859375,positive
0.9177302718162537,positive
0.6136975288391113,positive
0.7392038106918335,positive
0.999775767326355,negative
0.9998063445091248,negative
0.7907503843307495,positive
0.9994588494300842,positive
0.9997022151947021,positive
0.9748362302780151,negative
0.9979293346405029,negative
0.9983250498771667,negative
0.9998724460601807,negative
0.999859631061554,negative
0.9998350143432617,negative
0.9995980262756348,negative
0.9963975548744202,positive
0.9996757507324219,positive
0.8993862271308899,positive
0.619682788848877,negative
0.9993479251861572,negative
0.9971543550491333,positive
0.8694671392440796,positive
0.9988337755203247,positive
0.998645007610321,negative
0.9991406202316284,positive
0.9992095232009888,negative
0.9991287589073181,positive
0.9648162722587585,positive
0.997531533241272,negative
0.9550511837005615,positive
0.9994602799415588,negative
0.9971780776977539,negative
0.9996009469032288,negative
0.9990603923797607,negative
0.9994586706161499,positive
0.8425559997558594,negative
0.9986814856529236,positive
0.9993100762367249,positive
0.9991824626922607,positive
0.9923706650733948,positive
0.9966080784797668,negative
0.9993600249290466,positive
0.9989882707595825,negative
0.9992216229438782,positive
0.9529834389686584,negative
0.9990352988243103,negative
0.9995694160461426,positive
0.9943798184394836,negative
0.8094013929367065,negative
0.9975424408912659,positive
0.9789580702781677,negative
0.9995492696762085,positive
0.9953127503395081,negative
0.9995110034942627,positive
0.997632622718811,positive
0.9995784759521484,negative
0.9916977286338806,positive
0.6029420495033264,negative
0.8645314574241638,positive
0.7355319857597351,positive
0.9987574815750122,negative
0.9866975545883179,positive
0.9993218183517456,negative
0.999775767326355,negative
0.9998302459716797,negative
0.9994968175888062,negative
0.9996215105056763,negative
0.996046781539917,positive
0.9955317974090576,positive
0.9995700120925903,negative
0.9993942975997925,positive
0.788568913936615,positive
0.999761700630188,positive
0.9905451536178589,negative
0.9124323725700378,negative
0.9975793361663818,positive
0.9990688562393188,positive
0.8642538189888,negative
0.7095230221748352,positive
0.9923422336578369,positive
0.9988633394241333,negative
0.9972423911094666,positive
0.998363733291626,negative
0.7275557518005371,positive
0.9607492685317993,negative
0.9597307443618774,negative
0.997294008731842,positive
0.9963667392730713,positive
0.9982243776321411,negative
0.9836887121200562,positive
0.9963276982307434,positive
0.9984015822410583,positive
0.9981479048728943,positive
0.9937472939491272,negative
0.936987042427063,positive
0.6947850584983826,negative
0.7777124047279358,positive
0.9849268794059753,negative
0.9994831085205078,positive
0.9997825622558594,negative
0.7293598651885986,positive
0.7512502074241638,positive
0.9998716115951538,negative
0.9987212419509888,positive
0.9973631501197815,negative
0.9998378753662109,negative
0.9498369097709656,negative
0.5683968663215637,negative
0.998973548412323,positive
0.8298739194869995,negative
0.9915242791175842,positive
0.9101735353469849,positive
0.9857364892959595,negative
0.9990648031234741,negative
0.5476644039154053,positive
0.9972379803657532,negative
0.9991146326065063,negative
0.9961889982223511,negative
0.7364180088043213,negative
0.998673677444458,negative
0.9983810186386108,positive
0.9960460066795349,negative
0.9997004270553589,negative
0.9985237717628479,negative
0.9966824650764465,negative
0.999683141708374,negative
0.9992835521697998,positive
0.9991477727890015,negative
0.9993394017219543,negative
0.9991174340248108,positive
0.9994378089904785,positive
0.9944421052932739,negative
0.5602935552597046,positive
0.9827240705490112,positive
0.9899259209632874,negative
0.9983372688293457,positive
0.9811536073684692,negative
0.9991399645805359,positive
0.9968711733818054,positive
0.9990214705467224,negative
0.9426864981651306,positive
0.9994032382965088,positive
0.9998754262924194,negative
0.996343195438385,negative
0.9997111558914185,negative
0.9892932176589966,negative
0.9786604642868042,negative
0.7213825583457947,positive
0.7370195388793945,negative
0.9977428317070007,positive
0.9997379779815674,positive
0.9967548847198486,positive
0.9972994923591614,positive
0.7829954028129578,negative
0.8245626091957092,positive
0.6646664142608643,negative
0.9957765340805054,positive
0.9695263504981995,negative
0.9995090365409851,positive
0.9992572665214539,positive
0.952362596988678,negative
0.972064733505249,positive
0.9921766519546509,negative
0.879048228263855,negative
0.9677090048789978,negative
0.9598309993743896,negative
0.9934177994728088,positive
0.9984685778617859,positive
0.9072654247283936,negative
0.8246168494224548,negative
0.9967322945594788,positive
0.9961793422698975,negative
0.9970347881317139,negative
0.9978888034820557,negative
0.9995418787002563,positive
0.9979879260063171,positive
0.8162879347801208,positive
0.8136448264122009,negative
0.9989928603172302,positive
0.9923979640007019,positive
0.8885757923126221,positive
0.9996694326400757,positive
0.9964377284049988,positive
0.9995927810668945,negative
0.9927993416786194,positive
0.9985854029655457,positive
0.9994901418685913,negative
0.7692902088165283,negative
0.8217889070510864,negative
0.647270679473877,negative
0.9995468258857727,positive
0.9968935251235962,positive
0.982819676399231,positive
0.9984049797058105,negative
0.9276223182678223,positive
0.9820258021354675,positive
0.9984968900680542,positive
0.9972320795059204,positive
0.9997411966323853,negative
0.9988902807235718,negative
0.9976089596748352,positive
0.9993453621864319,negative
0.9953499436378479,negative
0.9418106079101562,positive
0.9975659251213074,positive
0.7427024841308594,positive
0.9993352890014648,positive
0.9947820901870728,positive
0.9904378652572632,positive
0.9157845377922058,positive
0.9805353879928589,negative
0.9995136857032776,positive
0.647270679473877,negative
0.9995468258857727,positive
0.9985854029655457,positive
